Guid,AccountId,SuppliedName,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Subject,Priority,Description,ClosedDate,IsEscalated,Comments,Application__c,TypeDetail__c
087f31d2-a442-4492-87f9-bc9cdbc42bca,fa522d04-105c-4ae1-8e04-b716a1e04e7e,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
4ccebf03-ef35-4192-9392-071b17adee18,fac2c8f6-07bf-4cc2-a4df-6a0b9359521d,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
10168473-0cb1-43da-a437-ad2013080eb5,99b9aa65-92da-4d12-bdff-f1a2cf8a2923,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
fcd91f2a-6dfa-485c-8b20-6f5d0520d50f,9f4912b3-ba3b-4f83-974f-45bba4522112,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
2b7055c8-3c6d-4d1c-a30b-9f6b3eac0970,fcb50842-1311-422f-9d5d-77db7ce3073e,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
e7d43344-3948-4881-a354-b6b7097de5fe,468f2883-a4a2-4df8-82ed-8d8228f9cd1e,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
646850a9-3d47-4dc6-b9ed-841e53716a42,f1ff082b-686f-44b4-a60c-115fc5acb3c3,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
daa91f27-d1dd-473d-a601-04f7ddb8dbf9,acf7b700-0197-4156-ae58-17f6b388d3de,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
03faacc5-d47d-4216-9b7e-afd14c95530d,2095f251-f2c9-4527-a8be-abcac6a29ebd,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
66226e28-6340-4b3a-9406-1e489e84fb97,34358351-a3dd-4cbf-b704-5592c334f51a,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
d541d4ca-e744-416a-94ce-39b5278825c4,c6917ff6-fa3a-4268-af25-9786647ad259,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
126b6fdd-fe0f-4ce0-94a4-54aa69e97fcb,18a64b69-ab47-49c4-a92b-245ce84afc35,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
85ec7909-1f00-468f-b520-21849f8f39c8,c41b226f-67f6-4c4f-bfcb-3c76d518d19a,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,2024-08-21T17:26:08.000Z,false,#N/A,#N/A,#N/A
269f109a-a876-43e9-be7e-6f609aad8784,f6333c4a-527d-4c6b-b52e-32d8440d850f,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
67ff2429-3e7a-48f8-a449-721d9ce0e4e5,10f4e9b4-25b7-491c-baf8-f91fe338fe9b,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
bdc08e3b-da8a-4927-8c74-acb7c78ce8b1,438a418c-876f-451f-8dca-10bd30b33323,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
94c750bd-d3d2-40db-ae8d-667c3db00859,acf7b700-0197-4156-ae58-17f6b388d3de,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
08264cb6-e8c7-4c68-a913-f8f0eba2abff,32d41f1e-9a6d-4a33-8f7c-89ddfc2deb73,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
66378860-52c0-4b07-9dc3-dbd846eac03e,83f11b7d-7308-447d-8fd3-a9cd4494668b,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
939a36be-6f74-4d4a-8f7c-a680507d3a0f,d57d8915-3e62-411b-b542-344391fd3c88,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
389a3cf6-3ac0-4b06-8be9-d73a85390a1e,52d6cf70-551d-41b4-84e8-9d84ee63d1be,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
68da4788-49d0-41dd-831e-477da534076e,cbb55378-658e-4ee2-8e76-62f36dad0d26,#N/A,#N/A,#N/A,Question,Rejected,Complex functionality,How to use  Image Fields (Word),Medium,Prefers Direct Phone Outreach,#N/A,false,#N/A,#N/A,#N/A
93036da9-1367-44f7-9ea5-501a18461d3d,233af7a8-6b11-434f-854a-41cc85b4c5e7,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
81f57b03-1a37-4243-93bb-5f31085d182f,438a418c-876f-451f-8dca-10bd30b33323,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,2024-08-21T17:25:58.000Z,false,#N/A,#N/A,#N/A
89bf940d-a9a5-4788-8635-8598af9885f6,ab64517f-1f3b-47a7-a1fd-8ecea56da292,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
64f95e2e-3259-48e8-b67c-3e498f4286c2,957b9bf5-b619-466b-8fce-d7fc114ab3b0,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
440808df-d282-4c82-80fc-6c4f9c0fb922,2bf33df0-1ef1-4e67-87f1-4ab40cc4f13f,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
13941202-b6c8-48db-b320-9e2cf68b8559,f6333c4a-527d-4c6b-b52e-32d8440d850f,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
d66e1d35-15e3-401d-afd0-68e85aca4642,9f4912b3-ba3b-4f83-974f-45bba4522112,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
5687b754-0c65-4512-a74e-fa54f478138f,fbe82b49-3600-48c7-8ea5-797304010915,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,2024-08-21T17:26:10.000Z,false,#N/A,#N/A,#N/A
bbaf0325-9902-4f69-a80a-db4308663f33,957b9bf5-b619-466b-8fce-d7fc114ab3b0,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,2024-08-21T17:26:10.000Z,false,#N/A,#N/A,#N/A
d6b6f2f3-b922-4d59-ac4a-cba8a9b18fe1,4ea4dbe1-6a2e-400d-aaf6-7b16d3e4addd,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
849f6a70-26f0-4947-8bb4-3f6592d29efd,3801daa2-f959-4117-92ae-3ed302377bdf,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,2024-08-21T17:25:56.000Z,false,#N/A,#N/A,#N/A
93acdcce-55af-489f-9dbf-26d54da5ce41,1e27a0f8-eb8c-4d92-a06d-87427627b543,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
dc5b922c-5802-47b3-be70-128f9c3d0978,71380217-6fe7-4fae-bf50-646258373013,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
2d5df3b1-17ec-4dbe-bd5e-a3a2e475d3d9,92dca97c-7716-40c3-9f03-2a7507dd733b,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,2024-08-21T17:26:12.000Z,false,#N/A,#N/A,#N/A
1b6bf602-23d5-4bb9-a916-19efb950ef2a,cbeb6aaa-6091-4a46-8183-34c32e7a39cf,#N/A,#N/A,#N/A,Feature Request,Approved,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
67042449-82a2-4e11-a888-23722b69813b,929614ff-c622-499b-8a68-d7f111eec76d,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
9e429e60-11e4-4e32-9046-4ef7af37c31b,5fec6d31-0cec-472f-8092-650994f7426f,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
f3105e32-7e5d-46be-a341-678df5d90aea,fa1f59b6-baeb-46d0-9fb8-e94cfaa878d3,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
2788147f-1802-4906-9d0c-109681f228e7,f3f54a84-6f83-4a94-bce8-066375fb1e50,#N/A,#N/A,#N/A,Feature Request,Rejected,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
098e5e28-af4a-4f86-9225-5e6416b8c831,1131bb81-2f20-4695-8cda-9aac8653467c,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
eabf5f24-4beb-4053-9f8d-42816fcdf4a0,0938a1cc-70d6-4bcd-b7d7-890a7891544d,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Question,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
77426226-dffe-42ef-8c37-71a0070707ed,f6af3d53-5e4e-4cea-9806-a21abc65af2b,#N/A,#N/A,#N/A,Problem,Pending Approval,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
642f0e6f-7b4c-4b59-ad4d-6e8750081d22,9f4912b3-ba3b-4f83-974f-45bba4522112,#N/A,#N/A,#N/A,Feature Request,Rejected,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
6d1a9dc2-25cd-4a93-a52e-81797626ac5c,83f11b7d-7308-447d-8fd3-a9cd4494668b,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
96f0a823-b2ca-4806-89b3-dbbf34e978bf,fbe82b49-3600-48c7-8ea5-797304010915,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
ad8036be-d230-4b07-8242-0a000701ab00,bf591d28-a62b-44bc-8082-c3ef0ece3886,#N/A,#N/A,#N/A,Problem,Rejected,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
e8f53444-ce2c-4c5a-bee9-1d35da458cb6,5e218fe8-7150-425f-8959-0f571da748ca,#N/A,#N/A,#N/A,Problem,Rejected,User didn't attend training,Getting a template error when merging,Medium,Prefers Direct Phone Outreach,#N/A,false,#N/A,#N/A,#N/A
8e3d1aa2-69cf-48c0-a78f-27461bc8c01f,bf591d28-a62b-44bc-8082-c3ef0ece3886,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
b5a93d15-3a49-48e3-8692-d65c748c4410,85f469cc-f92e-484e-ad37-271f11f1f417,#N/A,#N/A,#N/A,Question,Escalated,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
eb994ddd-7d3b-4cc0-a281-a635c795f1c4,e470b34f-02f6-4acd-9fdd-116680c39b2b,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
64159506-ecc7-42c4-839b-bc803198cf1c,04239a23-58bf-478e-80f3-3e3c8d8c08b9,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
255c2f30-82dd-4309-b5e8-0c2d9840bdb1,bf591d28-a62b-44bc-8082-c3ef0ece3886,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
52a4fb5c-0832-47cc-8363-cbbe9c9a9d4d,e7f1ac55-792d-4024-9b0f-66e250f52604,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,2024-08-21T17:26:00.000Z,false,#N/A,#N/A,#N/A
1fa7f173-f5d2-485b-ab95-e22390602cd1,26866cd5-a63c-4f60-ac6d-bbfc15454a6d,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
609ab224-c0cb-414f-96f6-79c91b9f0f6d,00daa52c-9132-4bb9-99da-993eec380a62,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
4535e589-f434-46ae-9a7c-b8d11897ae06,fbe82b49-3600-48c7-8ea5-797304010915,#N/A,#N/A,#N/A,Problem,On Hold,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
cb3c2115-a0bf-47c8-8eec-0e07f0fdb689,00daa52c-9132-4bb9-99da-993eec380a62,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
ab7b3aff-8dc6-44f9-9453-aac409341e19,bf591d28-a62b-44bc-8082-c3ef0ece3886,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
4950cd7b-c6b8-4c07-bdf4-166c713503fb,961b9f89-59dc-4218-a555-f62a832bad7f,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
a3210b5a-e91f-40c4-ade8-523d15873b46,318f8995-79ce-4d24-aa2f-078615f83231,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,#N/A,false,#N/A,#N/A,#N/A
0be18116-9a87-4fb1-9f17-acb1b693bcc1,909a73a5-6469-41d3-bca4-2970c688c788,#N/A,#N/A,#N/A,Feature Request,Escalated,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
1b9895c2-57b9-47c8-a1d3-3c0afca5f9a2,1fc673dd-e5c8-4c1e-88c2-a27fd4edf171,#N/A,#N/A,#N/A,Problem,New,New problem,Labels not showing the contact's name,Medium,User Needs Help,#N/A,false,#N/A,#N/A,#N/A
dd26fdca-81d8-4fb6-91a4-d6fad85b5431,18a64b69-ab47-49c4-a92b-245ce84afc35,#N/A,#N/A,#N/A,Problem,New,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
1d6cebe0-03fe-416c-aec2-3aa280c1f8d9,99b9aa65-92da-4d12-bdff-f1a2cf8a2923,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,#N/A,false,#N/A,#N/A,#N/A
feca254a-9857-43f6-8e4a-4e9f66006522,710d6c62-80c6-4365-92a7-c606b322436a,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
905f24a2-43c5-4545-9577-a86ed4bed006,7a0e2bbb-2712-4df7-be88-17d204a2a3c8,#N/A,#N/A,#N/A,Feature Request,Rejected,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
31059f7c-e3f1-4f98-8c08-1679e3cdba4b,a1d22532-27d5-4c5d-9dd8-ffbddc328fbd,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,#N/A,false,#N/A,#N/A,#N/A
18dab3be-625d-4170-a3b9-a21682bd296f,b668ff72-3239-4524-9755-1d088e5687ae,#N/A,#N/A,#N/A,Question,Rejected,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
c41e4488-90b2-4b73-9259-62faba56a569,f3f54a84-6f83-4a94-bce8-066375fb1e50,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
b1751839-76a9-4770-89b1-bea3df699498,a1d22532-27d5-4c5d-9dd8-ffbddc328fbd,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
4c7a64fa-119f-4a7e-a8f6-54b901392d8f,7f2551b2-699d-48db-8080-6acc33b78454,#N/A,#N/A,#N/A,Feature Request,New,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
07a369f0-965a-4ab6-8f17-dcb08395f582,710d6c62-80c6-4365-92a7-c606b322436a,#N/A,#N/A,#N/A,Problem,Escalated,New problem,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,#N/A,false,#N/A,#N/A,#N/A
3aa99234-a99c-4ca1-9264-c95cadd6e5c7,498fa26e-6e4e-4ace-b1f6-49f12603af85,#N/A,#N/A,#N/A,Question,On Hold,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
5e305524-96b3-4529-b313-50d8b85903b4,04239a23-58bf-478e-80f3-3e3c8d8c08b9,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,#N/A,false,#N/A,#N/A,#N/A
29983a35-80a0-4f60-bfd6-a6459de50455,3de67c83-040e-4e3e-a3da-b352f73043e6,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,#N/A,false,#N/A,#N/A,#N/A
0e272fd2-eb54-428c-9a0f-6aafc2c56f20,caf51328-8769-4593-893b-04e2b34a246f,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,#N/A,false,#N/A,#N/A,#N/A
ad802ce6-338a-4ca2-9bb3-e66f0912272a,18849aff-d930-4d82-8b0b-19ffeb5e82c0,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,#N/A,false,#N/A,#N/A,#N/A
